# biscuits competitive policy: best response vs 3 expected-optimal opponents
# state = (a6,a8,a10,a12) dice in hand; g = penalty points already banked this game.
# U = expected win-share (probability of having the lowest score) from (state,g) under this policy.
# OPTIMAL MOVE at (state,g) for a roll: keep the subset K maximizing U[K][g + banked_penalty(K)].
# only reachable g (0..87-maxRemaining) are listed.
a6,a8,a10,a12,g,U
0,0,0,0,0,0.9975827664
0,0,0,0,1,0.9830173595
0,0,0,0,2,0.9376376276
0,0,0,0,3,0.8423504179
0,0,0,0,4,0.694239969
0,0,0,0,5,0.5149471735
0,0,0,0,6,0.3401073933
0,0,0,0,7,0.1993954361
0,0,0,0,8,0.1040600585
0,0,0,0,9,0.04865939063
0,0,0,0,10,0.02054847043
0,0,0,0,11,0.007894432203
0,0,0,0,12,0.002777135175
0,0,0,0,13,0.0008999928301
0,0,0,0,14,0.0002702411232
0,0,0,0,15,7.556872901e-05
0,0,0,0,16,1.975280506e-05
0,0,0,0,17,4.834915267e-06
0,0,0,0,18,1.107951072e-06
0,0,0,0,19,2.371315634e-07
0,0,0,0,20,4.720864242e-08
0,0,0,0,21,8.69914985e-09
0,0,0,0,22,1.476636536e-09
0,0,0,0,23,2.299652363e-10
0,0,0,0,24,3.275923732e-11
0,0,0,0,25,4.26011883e-12
0,0,0,0,26,5.051043075e-13
0,0,0,0,27,5.455191144e-14
0,0,0,0,28,5.360541126e-15
0,0,0,0,29,4.783880524e-16
0,0,0,0,30,3.86651984e-17
0,0,0,0,31,2.819653616e-18
0,0,0,0,32,1.846654563e-19
0,0,0,0,33,1.080321319e-20
0,0,0,0,34,5.612352372e-22
0,0,0,0,35,2.573319141e-23
0,0,0,0,36,1.034898102e-24
0,0,0,0,37,3.628148254e-26
0,0,0,0,38,1.102215861e-27
0,0,0,0,39,2.885215831e-29
0,0,0,0,40,6.473070096e-31
0,0,0,0,41,1.238572699e-32
0,0,0,0,42,2.012043457e-34
0,0,0,0,43,2.763330061e-36
0,0,0,0,44,3.195962765e-38
0,0,0,0,45,3.101118131e-40
0,0,0,0,46,2.515328759e-42
0,0,0,0,47,1.699189047e-44
0,0,0,0,48,9.524346765e-47
0,0,0,0,49,4.412581157e-49
0,0,0,0,50,1.682900844e-51
0,0,0,0,51,5.261352206e-54
0,0,0,0,52,1.342435287e-56
0,0,0,0,53,2.782603066e-59
0,0,0,0,54,4.663338846e-62
0,0,0,0,55,6.287451553e-65
0,0,0,0,56,6.78482702e-68
0,0,0,0,57,5.828277205e-71
0,0,0,0,58,3.962831491e-74
0,0,0,0,59,2.11987543e-77
0,0,0,0,60,8.864298902e-81
0,0,0,0,61,2.877208484e-84
0,0,0,0,62,7.194154056e-88
0,0,0,0,63,1.374124769e-91
0,0,0,0,64,1.986408385e-95
0,0,0,0,65,2.150740522e-99
0,0,0,0,66,1.723841687e-103
0,0,0,0,67,1.00932979e-107
0,0,0,0,68,4.252340297e-112
0,0,0,0,69,1.266954998e-116
0,0,0,0,70,2.616862984e-121
0,0,0,0,71,3.66182464e-126
0,0,0,0,72,3.380184341e-131
0,0,0,0,73,1.995610359e-136
0,0,0,0,74,7.268996911e-142
0,0,0,0,75,1.566433927e-147
0,0,0,0,76,1.901362195e-153
0,0,0,0,77,1.226979547e-159
0,0,0,0,78,3.930167681e-166
0,0,0,0,79,5.752250338e-173
0,0,0,0,80,3.474601747e-180
0,0,0,0,81,7.619498783e-188
0,0,0,0,82,5.143715133e-196
0,0,0,0,83,8.642977323e-205
0,0,0,0,84,2.783781823e-214
0,0,0,0,85,1.265350086e-224
0,0,0,0,86,5.422521963e-236
0,0,0,0,87,0
0,0,0,1,0,0.4742033746
0,0,0,1,1,0.3913029053
0,0,0,1,2,0.3094597914
0,0,0,1,3,0.2313458426
0,0,0,1,4,0.1611562718
0,0,0,1,5,0.1033045871
0,0,0,1,6,0.06039272557
0,0,0,1,7,0.03205053512
0,0,0,1,8,0.01543426853
0,0,0,1,9,0.006762600927
0,0,0,1,10,0.002707652433
0,0,0,1,11,0.0009952800207
0,0,0,1,12,0.0003374106896
0,0,0,1,13,0.000105982761
0,0,0,1,14,3.098335888e-05
0,0,0,1,15,8.463265324e-06
0,0,0,1,16,2.165871245e-06
0,0,0,1,17,5.198041567e-07
0,0,0,1,18,1.168945512e-07
0,0,0,1,19,2.456529519e-08
0,0,0,1,20,4.804331578e-09
0,0,0,1,21,8.702780429e-10
0,0,0,1,22,1.453488888e-10
0,0,0,1,23,2.229584411e-11
0,0,0,1,24,3.132074415e-12
0,0,0,1,25,4.021379716e-13
0,0,0,1,26,4.712806909e-14
0,0,0,1,27,5.03604346e-15
0,0,0,1,28,4.900508406e-16
0,0,0,1,29,4.333908009e-17
0,0,0,1,30,3.47340906e-18
0,0,0,1,31,2.513091938e-19
0,0,0,1,32,1.633805919e-20
0,0,0,1,33,9.49271161e-22
0,0,0,1,34,4.900339499e-23
0,0,0,1,35,2.233791893e-24
0,0,0,1,36,8.935927606e-26
0,0,0,1,37,3.117767538e-27
0,0,0,1,38,9.431065964e-29
0,0,0,1,39,2.45933792e-30
0,0,0,1,40,5.499139471e-32
0,0,0,1,41,1.049143912e-33
0,0,0,1,42,1.699999567e-35
0,0,0,1,43,2.329668611e-37
0,0,0,1,44,2.68935599e-39
0,0,0,1,45,2.605368579e-41
0,0,0,1,46,2.110346947e-43
0,0,0,1,47,1.42396474e-45
0,0,0,1,48,7.973867829e-48
0,0,0,1,49,3.691219094e-50
0,0,0,1,50,1.40681304e-52
0,0,0,1,51,4.39567036e-55
0,0,0,1,52,1.1210188e-57
0,0,0,1,53,2.322727249e-60
0,0,0,1,54,3.891360907e-63
0,0,0,1,55,5.245201843e-66
0,0,0,1,56,5.658882718e-69
0,0,0,1,57,4.860201797e-72
0,0,0,1,58,3.304126877e-75
0,0,0,1,59,1.76730179e-78
0,0,0,1,60,7.389314025e-82
0,0,0,1,61,2.398273364e-85
0,0,0,1,62,5.99627365e-89
0,0,0,1,63,1.145269526e-92
0,0,0,1,64,1.655519564e-96
0,0,0,1,65,1.79242743e-100
0,0,0,1,66,1.436618854e-104
0,0,0,1,67,8.411435956e-109
0,0,0,1,68,3.543722496e-113
0,0,0,1,69,1.055817639e-117
0,0,0,1,70,2.180749669e-122
0,0,0,1,71,3.051548702e-127
0,0,0,1,72,2.816836914e-132
0,0,0,1,73,1.66301469e-137
0,0,0,1,74,6.057510479e-143
0,0,0,1,75,1.30536319e-148
0,0,0,1,76,1.584469518e-154
0,0,1,0,0,0.5661997592
0,0,1,0,1,0.4684963296
0,0,1,0,2,0.3709840369
0,0,1,0,3,0.2774979877
0,0,1,0,4,0.1933529452
0,0,1,0,5,0.1239559724
0,0,1,0,6,0.07246881191
0,0,1,0,7,0.03846004785
0,0,1,0,8,0.01852098773
0,0,1,0,9,0.008115092679
0,0,1,0,10,0.003249177329
0,0,1,0,11,0.001194335007
0,0,1,0,12,0.0004048926568
0,0,1,0,13,0.000127179287
0,0,1,0,14,3.718002695e-05
0,0,1,0,15,1.015591791e-05
0,0,1,0,16,2.599045438e-06
0,0,1,0,17,6.237649821e-07
0,0,1,0,18,1.402734608e-07
0,0,1,0,19,2.947835418e-08
0,0,1,0,20,5.765197889e-09
0,0,1,0,21,1.044333651e-09
0,0,1,0,22,1.744186665e-10
