# bitches competitive policy: symmetric Nash equilibrium policy for 2 players
# state = (a6,a8,a10,a12) dice in hand; g = penalty points already banked this game.
# U = expected win-share (probability of having the lowest score) from (state,g) under this policy.
# OPTIMAL MOVE at (state,g) for a roll: keep the subset K maximizing U[K][g + banked_penalty(K)].
# only reachable g (0..87-maxRemaining) are listed.
a6,a8,a10,a12,g,U
0,0,0,0,0,0.9993256587
0,0,0,0,1,0.9952304404
0,0,0,0,2,0.9808495164
0,0,0,0,3,0.9464622457
0,0,0,0,4,0.8831542886
0,0,0,0,5,0.7936141525
0,0,0,0,6,0.6881981075
0,0,0,0,7,0.5742603259
0,0,0,0,8,0.4615153633
0,0,0,0,9,0.3593846249
0,0,0,0,10,0.2730015553
0,0,0,0,11,0.2028012859
0,0,0,0,12,0.1469945392
0,0,0,0,13,0.1042912971
0,0,0,0,14,0.07259076351
0,0,0,0,15,0.04961582914
0,0,0,0,16,0.03343775941
0,0,0,0,17,0.02220226521
0,0,0,0,18,0.01442753958
0,0,0,0,19,0.009128561217
0,0,0,0,20,0.005599495817
0,0,0,0,21,0.003333229399
0,0,0,0,22,0.001927106282
0,0,0,0,23,0.001081224941
0,0,0,0,24,0.0005889793781
0,0,0,0,25,0.0003119293376
0,0,0,0,26,0.0001608311669
0,0,0,0,27,8.06671332e-05
0,0,0,0,28,3.926809964e-05
0,0,0,0,29,1.856766638e-05
0,0,0,0,30,8.495606082e-06
0,0,0,0,31,3.752148412e-06
0,0,0,0,32,1.6021911e-06
0,0,0,0,33,6.608496391e-07
0,0,0,0,34,2.631939149e-07
0,0,0,0,35,1.01187858e-07
0,0,0,0,36,3.746092941e-08
0,0,0,0,37,1.330593657e-08
0,0,0,0,38,4.548833088e-09
0,0,0,0,39,1.485885272e-09
0,0,0,0,40,4.566721869e-10
0,0,0,0,41,1.293702923e-10
0,0,0,0,42,3.424021933e-11
0,0,0,0,43,8.524799299e-12
0,0,0,0,44,1.986610162e-12
0,0,0,0,45,4.364163135e-13
0,0,0,0,46,9.029436769e-14
0,0,0,0,47,1.757427338e-14
0,0,0,0,48,3.213747262e-15
0,0,0,0,49,5.514035745e-16
0,0,0,0,50,8.863400472e-17
0,0,0,0,51,1.332727396e-17
0,0,0,0,52,1.87148977e-18
0,0,0,0,53,2.450229466e-19
0,0,0,0,54,2.985620083e-20
0,0,0,0,55,3.380019879e-21
0,0,0,0,56,3.549278554e-22
0,0,0,0,57,3.450744538e-23
0,0,0,0,58,3.100425524e-24
0,0,0,0,59,2.569098406e-25
0,0,0,0,60,1.959051043e-26
0,0,0,0,61,1.371548538e-27
0,0,0,0,62,8.794271394e-29
0,0,0,0,63,5.150375214e-30
0,0,0,0,64,2.746810901e-31
0,0,0,0,65,1.329579885e-32
0,0,0,0,66,5.819100636e-34
0,0,0,0,67,2.292935476e-35
0,0,0,0,68,8.094489462e-37
0,0,0,0,69,2.545527695e-38
0,0,0,0,70,7.084021625e-40
0,0,0,0,71,1.731251075e-41
0,0,0,0,72,3.682706709e-43
0,0,0,0,73,6.748979633e-45
0,0,0,0,74,1.052873994e-46
0,0,0,0,75,1.378845944e-48
0,0,0,0,76,1.491258139e-50
0,0,0,0,77,1.306544313e-52
0,0,0,0,78,9.063379696e-55
0,0,0,0,79,4.842450972e-57
0,0,0,0,80,1.926186554e-59
0,0,0,0,81,5.464868555e-62
0,0,0,0,82,1.046389459e-64
0,0,0,0,83,1.258698663e-67
0,0,0,0,84,8.706310046e-71
0,0,0,0,85,3.125448121e-74
0,0,0,0,86,5.093875174e-78
0,0,0,0,87,2.846416146e-82
0,0,0,1,0,0.6798164637
